Data.Precipitation,Date.Full,Date.Month,Date.Week of,Date.Year,Station.City,Station.Code,Station.Location,Station.State,Data.Temperature.Avg Temp,Data.Temperature.Max Temp,Data.Temperature.Min Temp,Data.Wind.Direction,Data.Wind.Speed,Feels_Like_Temp
0.02,2016-02-14,2,14,2016,Casper,CPR,"Casper, WY",Wyoming,37,43,27,22,14.88,38.488
0.01,2016-02-14,2,14,2016,Cheyenne,CYS,"Cheyenne, WY",Wyoming,40,51,29,28,14.22,41.422
0.0,2016-02-14,2,14,2016,Lander,LND,"Lander, WY",Wyoming,34,47,21,27,2.17,34.217
0.0,2016-02-14,2,14,2016,Rawlins,RWL,"Rawlins, WY",Wyoming,33,39,27,24,17.58,34.758
0.12,2016-02-14,2,14,2016,Sheridan,SHR,"Sheridan, WY",Wyoming,41,55,27,27,6.12,41.612
1.24,2016-02-21,2,21,2016,Birmingham,BHM,"Birmingham, AL",Alabama,55,63,46,20,7.21,55.721000000000004
2.56,2016-02-21,2,21,2016,Huntsville,HSV,"Huntsville, AL",Alabama,51,58,43,21,6.45,51.645
1.48,2016-02-21,2,21,2016,Mobile,MOB,"Mobile, AL",Alabama,59,70,47,19,6.44,59.644
1.38,2016-02-21,2,21,2016,Montgomery,MGM,"Montgomery, AL",Alabama,57,70,44,20,4.7,57.47
0.23,2016-02-21,2,21,2016,Anchorage,ANC,"Anchorage, AK",Alaska,25,32,19,22,3.85,25.385
1.79,2016-02-21,2,21,2016,Annette,ANN,"Annette, AK",Alaska,40,44,35,19,7.35,40.735
0.11,2016-02-21,2,21,2016,Bethel,BET,"Bethel, AK",Alaska,17,24,9,6,12.65,18.265
0.0,2016-02-21,2,21,2016,Bettles,BTT,"Bettles, AK",Alaska,1,14,-11,30,3.17,1.317
0.72,2016-02-21,2,21,2016,Cold Bay,CDB,"Cold Bay, AK",Alaska,31,37,23,23,13.12,32.312
1.43,2016-02-21,2,21,2016,Cordova,CDV,"Cordova, AK",Alaska,32,41,23,10,3.97,32.397
0.07,2016-02-21,2,21,2016,Delta Junction/Ft Greely,BIG,"Delta Junction/Ft Greely, AK",Alaska,10,17,3,13,15.4,11.54
0.0,2016-02-21,2,21,2016,Fairbanks,FAI,"Fairbanks, AK",Alaska,3,15,-9,3,1.88,3.188
0.02,2016-02-21,2,21,2016,Gulkana,GKN,"Gulkana, AK",Alaska,10,20,0,26,2.2,10.22
0.0,2016-02-21,2,21,2016,Gustavus,GST,"Gustavus, AK",Alaska,60,60,60,22,2.37,60.237
1.92,2016-02-21,2,21,2016,Homer,HOM,"Homer, AK",Alaska,32,37,26,7,4.27,32.427
0.0,2016-02-21,2,21,2016,Iliamna,ILI,"Iliamna, AK",Alaska,33,38,28,16,8.6,33.86
0.35,2016-02-21,2,21,2016,Juneau,JNU,"Juneau, AK",Alaska,34,41,27,16,3.91,34.391
0.09,2016-02-21,2,21,2016,Kenai,ENA,"Kenai, AK",Alaska,26,33,20,7,10.47,27.047
2.53,2016-02-21,2,21,2016,Ketchikan,KTN,"Ketchikan, AK",Alaska,40,45,36,19,7.5,40.75
0.55,2016-02-21,2,21,2016,King Salmon,AKN,"King Salmon, AK",Alaska,31,37,25,12,7.68,31.768
2.76,2016-02-21,2,21,2016,Kodiak,ADQ,"Kodiak, AK",Alaska,33,38,28,13,10.22,34.022
0.02,2016-02-21,2,21,2016,Kotzebue,OTZ,"Kotzebue, AK",Alaska,7,12,2,9,11.42,8.142
0.0,2016-02-21,2,21,2016,Mc Grath,MCG,"Mc Grath, AK",Alaska,5,16,-5,25,0.48,5.048
0.16,2016-02-21,2,21,2016,Nome,OME,"Nome, AK",Alaska,10,18,2,19,8.3,10.83
0.0,2016-02-21,2,21,2016,Northway,ORT,"Northway, AK",Alaska,-6,7,-20,14,0.98,-5.902
1.17,2016-02-21,2,21,2016,Palmer,PAQ,"Palmer, AK",Alaska,28,35,20,31,8.6,28.86
0.0,2016-02-21,2,21,2016,Petersburg,PSG,"Petersburg, AK",Alaska,60,60,60,16,2.47,60.247
0.0,2016-02-21,2,21,2016,Shemya,SYA,"Shemya, AK",Alaska,60,60,60,29,20.87,62.087
0.52,2016-02-21,2,21,2016,Sitka,SIT,"Sitka, AK",Alaska,39,45,33,13,6.24,39.624
0.03,2016-02-21,2,21,2016,Skagway,SGY,"Skagway, AK",Alaska,33,38,28,5,10.27,34.027
0.56,2016-02-21,2,21,2016,St Paul Island,SNP,"St Paul Island, AK",Alaska,31,34,27,17,16.51,32.651
0.03,2016-02-21,2,21,2016,Talkeetna,TKA,"Talkeetna, AK",Alaska,24,34,14,11,5.22,24.522
0.0,2016-02-21,2,21,2016,Tanana,TAL,"Tanana, AK",Alaska,3,12,-6,7,7.55,3.755
0.0,2016-02-21,2,21,2016,Utqiagvik (Barrow),BRW,"Utqiagvik (Barrow), AK",Alaska,-7,-3,-12,6,17.71,-5.229
2.2,2016-02-21,2,21,2016,Yakutat,YAK,"Yakutat, AK",Alaska,33,41,25,8,2.98,33.298
0.0,2016-02-21,2,21,2016,Douglas Bisbee,DUG,"Douglas Bisbee, AZ",Arizona,59,80,37,15,3.17,59.317
0.0,2016-02-21,2,21,2016,Kingman,IGM,"Kingman, AZ",Arizona,57,74,39,11,7.75,57.775
0.0,2016-02-21,2,21,2016,Phoenix,PHX,"Phoenix, AZ",Arizona,70,85,55,14,2.12,70.212
0.0,2016-02-21,2,21,2016,Tucson,TUS,"Tucson, AZ",Arizona,67,84,50,15,2.25,67.225
0.0,2016-02-21,2,21,2016,Winslow,INW,"Winslow, AZ",Arizona,50,71,29,21,4.7,50.47
0.03,2016-02-21,2,21,2016,Fort Smith,FSM,"Fort Smith, AR",Arkansas,57,70,43,23,4.77,57.477
0.0,2016-02-21,2,21,2016,Harrison,HRO,"Harrison, AR",Arkansas,54,66,41,21,6.82,54.682
0.26,2016-02-21,2,21,2016,North Little Rock,LZK,"North Little Rock, AR",Arkansas,56,65,46,0,0.0,56.0
0.18,2016-02-21,2,21,2016,Bakersfield,BFL,"Bakersfield, CA",California,56,69,44,13,2.02,56.202
0.06,2016-02-21,2,21,2016,Bishop,BIH,"Bishop, CA",California,49,68,29,23,3.64,49.364
0.0,2016-02-21,2,21,2016,China Lake,NID,"China Lake, CA",California,53,71,36,20,4.3,53.43
0.84,2016-02-21,2,21,2016,Concord,CCR,"Concord, CA",California,57,68,45,15,4.27,57.427
2.17,2016-02-21,2,21,2016,Eureka,EKA,"Eureka, CA",California,50,56,43,0,0.0,50.0
0.33,2016-02-21,2,21,2016,Fresno,FAT,"Fresno, CA",California,56,67,45,22,2.52,56.252
0.5,2016-02-21,2,21,2016,Hayward,HWD,"Hayward, CA",California,57,67,47,18,3.87,57.387
0.61,2016-02-21,2,21,2016,Long Beach,LGB,"Long Beach, CA",California,64,75,52,25,2.25,64.225
0.73,2016-02-21,2,21,2016,Los Angeles,LAX,"Los Angeles, CA",California,63,72,54,23,3.4,63.34
0.34,2016-02-21,2,21,2016,Red Bluff,RBL,"Red Bluff, CA",California,55,65,45,25,9.52,55.952
0.75,2016-02-21,2,21,2016,Redding,RDD,"Redding, CA",California,55,65,45,27,7.14,55.714
0.78,2016-02-21,2,21,2016,Sacramento,SAC,"Sacramento, CA",California,56,67,44,18,3.98,56.398
0.44,2016-02-21,2,21,2016,Salinas,SNS,"Salinas, CA",California,59,71,46,14,4.22,59.422
0.05,2016-02-21,2,21,2016,San Diego,SAN,"San Diego, CA",California,65,74,56,28,2.92,65.292
0.67,2016-02-21,2,21,2016,San Francisco,SFO,"San Francisco, CA",California,57,66,49,22,6.14,57.614
0.28,2016-02-21,2,21,2016,Sandberg,SDB,"Sandberg, CA",California,54,62,46,23,13.17,55.317
0.47,2016-02-21,2,21,2016,Santa Barbara,SBA,"Santa Barbara, CA",California,59,73,44,20,2.41,59.241
0.35,2016-02-21,2,21,2016,Santa Maria,SMX,"Santa Maria, CA",California,59,73,46,23,5.01,59.501
0.48,2016-02-21,2,21,2016,Stockton,SCK,"Stockton, CA",California,56,68,43,17,5.01,56.501
0.0,2016-02-21,2,21,2016,Alamosa,ALS,"Alamosa, CO",Colorado,39,57,20,23,4.12,39.412
0.0,2016-02-21,2,21,2016,Colorado Springs,COS,"Colorado Springs, CO",Colorado,47,59,33,15,7.02,47.702
0.11,2016-02-21,2,21,2016,Craig,CAG,"Craig, CO",Colorado,29,42,16,19,4.02,29.402
0.0,2016-02-21,2,21,2016,Denver,DEN,"Denver, CO",Colorado,43,61,29,17,7.45,43.745
0.02,2016-02-21,2,21,2016,Grand Junction,GJT,"Grand Junction, CO",Colorado,41,54,28,12,2.04,41.204
0.0,2016-02-21,2,21,2016,Pueblo,PUB,"Pueblo, CO",Colorado,49,67,29,19,6.31,49.631
0.88,2016-02-21,2,21,2016,Bridgeport,BDR,"Bridgeport, CT",Connecticut,36,44,27,21,7.32,36.732
1.06,2016-02-21,2,21,2016,Windsor Locks,BDL,"Windsor Locks, CT",Connecticut,32,43,20,26,6.8,32.68
0.99,2016-02-21,2,21,2016,Newark,NWK,"Newark, DE",DE,37,46,27,18,7.01,37.701
0.99,2016-02-21,2,21,2016,Wilmington,ILG,"Wilmington, DE",Delaware,37,46,27,18,7.01,37.701
0.23,2016-02-21,2,21,2016,Daytona Beach,DAB,"Daytona Beach, FL",Florida,61,72,50,9,4.58,61.458
1.6,2016-02-21,2,21,2016,Fort Lauderdale,FLL,"Fort Lauderdale, FL",Florida,71,76,65,13,10.34,72.034
0.39,2016-02-21,2,21,2016,Gainesville,GNV,"Gainesville, FL",Florida,59,73,44,16,4.94,59.494
0.31,2016-02-21,2,21,2016,Jacksonville,JAX,"Jacksonville, FL",Florida,58,70,45,17,5.38,58.538
0.22,2016-02-21,2,21,2016,Key West,EYW,"Key West, FL",Florida,71,76,66,7,8.91,71.891
0.7,2016-02-21,2,21,2016,Miami,MIA,"Miami, FL",Florida,71,77,64,13,8.01,71.801
0.5,2016-02-21,2,21,2016,Orlando,MCO,"Orlando, FL",Florida,63,75,51,14,6.24,63.624
0.68,2016-02-21,2,21,2016,Pensacola,PNS,"Pensacola, FL",Florida,60,69,51,18,6.52,60.652
1.07,2016-02-21,2,21,2016,Tallahassee,TLH,"Tallahassee, FL",Florida,58,73,43,18,3.94,58.394
0.25,2016-02-21,2,21,2016,Tampa,TPA,"Tampa, FL",Florida,65,74,54,16,4.72,65.472
1.49,2016-02-21,2,21,2016,Vero Beach,VRB,"Vero Beach, FL",Florida,65,74,56,13,7.51,65.751
0.61,2016-02-21,2,21,2016,West Palm Beach,PBI,"West Palm Beach, FL",Florida,69,76,62,13,10.01,70.001
0.73,2016-02-21,2,21,2016,Alma,AMG,"Alma, GA",Georgia,56,69,42,18,3.98,56.398
0.51,2016-02-21,2,21,2016,Athens,AHN,"Athens, GA",Georgia,48,60,36,18,4.74,48.474
1.61,2016-02-21,2,21,2016,Atlanta,ATL,"Atlanta, GA",Georgia,51,60,41,20,7.62,51.762
0.6,2016-02-21,2,21,2016,Augusta,AGS,"Augusta, GA",Georgia,51,62,38,18,4.47,51.447
0.45,2016-02-21,2,21,2016,Macon,MCN,"Macon, GA",Georgia,54,66,41,19,5.07,54.507
0.1,2016-02-21,2,21,2016,Savannah,SAV,"Savannah, GA",Georgia,56,69,43,18,6.08,56.608
1.52,2016-02-21,2,21,2016,Hilo,ITO,"Hilo, HI",Hawaii,73,82,64,26,4.21,73.421
0.24,2016-02-21,2,21,2016,Honolulu,HNL,"Honolulu, HI",Hawaii,75,81,69,9,10.9,76.09
0.67,2016-02-21,2,21,2016,Kahului,OGG,"Kahului, HI",Hawaii,74,82,65,7,12.05,75.205
0.93,2016-02-21,2,21,2016,Kaunakakai,MKK,"Kaunakakai, HI",Hawaii,72,79,65,10,10.47,73.047
0.81,2016-02-21,2,21,2016,Lihue,LIH,"Lihue, HI",Hawaii,73,78,67,11,15.77,74.577
0.15,2016-02-21,2,21,2016,Boise,BOI,"Boise, ID",Idaho,47,56,39,20,6.0,47.6
0.12,2016-02-21,2,21,2016,Lewiston,LWS,"Lewiston, ID",Idaho,46,53,39,15,3.44,46.344
0.15,2016-02-21,2,21,2016,Pocatello,PIH,"Pocatello, ID",Idaho,41,50,32,22,12.51,42.251
0.05,2016-02-21,2,21,2016,Chicago,ORD,"Chicago, IL",Illinois,35,42,27,22,9.6,35.96
0.0,2016-02-21,2,21,2016,Moline,MLI,"Moline, IL",Illinois,36,44,28,22,6.9,36.69
0.0,2016-02-21,2,21,2016,Peoria,PIA,"Peoria, IL",Illinois,40,48,31,16,6.57,40.657
0.02,2016-02-21,2,21,2016,Quincy,UIN,"Quincy, IL",Illinois,42,51,33,18,6.52,42.652
0.03,2016-02-21,2,21,2016,Rockford,RFD,"Rockford, IL",Illinois,34,40,26,16,7.61,34.761
0.0,2016-02-21,2,21,2016,Springfield,SPI,"Springfield, IL",Illinois,40,51,32,13,7.64,40.764
0.33,2016-02-21,2,21,2016,Evansville,EVV,"Evansville, IN",Indiana,45,54,36,20,6.37,45.637
0.02,2016-02-21,2,21,2016,Fort Wayne,FWA,"Fort Wayne, IN",Indiana,36,45,27,19,9.41,36.941
0.0,2016-02-21,2,21,2016,Indianapolis,IND,"Indianapolis, IN",Indiana,40,49,31,19,9.11,40.911
0.05,2016-02-21,2,21,2016,South Bend,SBN,"South Bend, IN",Indiana,33,42,24,24,9.31,33.931
0.0,2016-02-21,2,21,2016,Cedar Rapids,CID,"Cedar Rapids, IA",Iowa,35,42,28,22,8.65,35.865
0.35,2016-02-21,2,21,2016,Des Moines,DSM,"Des Moines, IA",Iowa,40,47,32,23,8.62,40.862
0.0,2016-02-21,2,21,2016,Dubuque,DBQ,"Dubuque, IA",Iowa,31,38,24,22,9.6,31.96
0.2,2016-02-21,2,21,2016,Sioux City,SUX,"Sioux City, IA",Iowa,38,45,31,23,7.57,38.757
0.0,2016-02-21,2,21,2016,Waterloo,ALO,"Waterloo, IA",Iowa,33,39,26,22,9.28,33.928
0.02,2016-02-21,2,21,2016,Concordia,CNK,"Concordia, KS",Kansas,50,63,35,22,9.58,50.958
0.0,2016-02-21,2,21,2016,Dodge City,DDC,"Dodge City, KS",Kansas,51,67,34,22,9.64,51.964
0.0,2016-02-21,2,21,2016,Goodland,GLD,"Goodland, KS",Kansas,47,64,30,28,8.35,47.835
0.0,2016-02-21,2,21,2016,Medicine Lodge,P28,"Medicine Lodge, KS",Kansas,53,69,37,19,8.34,53.834
0.0,2016-02-21,2,21,2016,Topeka,TOP,"Topeka, KS",Kansas,49,64,33,22,7.62,49.762
0.0,2016-02-21,2,21,2016,Wichita,ICT,"Wichita, KS",Kansas,53,67,38,18,10.02,54.002
1.59,2016-02-21,2,21,2016,Covington,CVG,"Covington, KY",Kentucky,41,50,32,23,7.37,41.737
3.04,2016-02-21,2,21,2016,Jackson,JKL,"Jackson, KY",Kentucky,44,50,37,21,1.91,44.191
1.61,2016-02-21,2,21,2016,Lexington,LEX,"Lexington, KY",Kentucky,43,50,35,21,6.8,43.68
0.69,2016-02-21,2,21,2016,Louisville,SDF,"Louisville, KY",Kentucky,44,53,35,22,5.98,44.598
0.52,2016-02-21,2,21,2016,Paducah,PAH,"Paducah, KY",Kentucky,48,55,40,19,5.84,48.584
0.62,2016-02-21,2,21,2016,Baton Rouge,BTR,"Baton Rouge, LA",Louisiana,61,74,47,15,5.54,61.554
0.08,2016-02-21,2,21,2016,Lake Charles,LCH,"Lake Charles, LA",Louisiana,62,73,49,17,5.47,62.547
0.64,2016-02-21,2,21,2016,New Orleans,MSY,"New Orleans, LA",Louisiana,63,74,52,15,6.22,63.622
1.26,2016-02-21,2,21,2016,Shreveport,SHV,"Shreveport, LA",Louisiana,62,73,51,19,7.31,62.731
0.99,2016-02-21,2,21,2016,Slidell,ASD,"Slidell, LA",Louisiana,59,72,45,15,4.17,59.417
1.49,2016-02-21,2,21,2016,Bangor,BGR,"Bangor, ME",Maine,28,39,16,23,7.22,28.722
1.17,2016-02-21,2,21,2016,Caribou,CAR,"Caribou, ME",Maine,22,34,10,23,7.91,22.791
1.11,2016-02-21,2,21,2016,Portland,PWM,"Portland, ME",Maine,30,41,18,24,6.17,30.617
1.21,2016-02-21,2,21,2016,Baltimore,BWI,"Baltimore, MD",Maryland,38,47,28,23,4.9,38.49
1.46,2016-02-21,2,21,2016,Salisbury,SBY,"Salisbury, MD",Maryland,41,52,30,22,5.68,41.568
0.93,2016-02-21,2,21,2016,Boston,BOS,"Boston, MA",Massachusetts,36,45,26,23,8.88,36.888
0.0,2016-02-21,2,21,2016,Milton,MQE,"Milton, MA",Massachusetts,60,60,60,23,13.28,61.328
0.93,2016-02-21,2,21,2016,Worcester,ORH,"Worcester, MA",Massachusetts,30,40,20,25,9.5,30.95
0.14,2016-02-21,2,21,2016,Alpena,APN,"Alpena, MI",Michigan,24,34,13,24,7.55,24.755
0.08,2016-02-21,2,21,2016,Detroit,DTW,"Detroit, MI",Michigan,34,42,25,19,8.21,34.821
0.06,2016-02-21,2,21,2016,Flint,FNT,"Flint, MI",Michigan,31,40,21,20,8.68,31.868
0.09,2016-02-21,2,21,2016,Grand Rapids,GRR,"Grand Rapids, MI",Michigan,33,40,24,24,9.12,33.912
0.18,2016-02-21,2,21,2016,Houghton Lake,HTL,"Houghton Lake, MI",Michigan,25,35,15,24,6.94,25.694
0.08,2016-02-21,2,21,2016,Lansing,LAN,"Lansing, MI",Michigan,31,39,22,20,8.88,31.888
0.45,2016-02-21,2,21,2016,Marquette,MQT,"Marquette, MI",Michigan,21,29,13,0,0.0,21.0
0.11,2016-02-21,2,21,2016,Muskegon,MKG,"Muskegon, MI",Michigan,31,39,23,23,8.34,31.834
0.63,2016-02-21,2,21,2016,Sault Ste Marie,ANJ,"Sault Ste Marie, MI",Michigan,22,30,14,23,7.21,22.721
0.26,2016-02-21,2,21,2016,Duluth,DLH,"Duluth, MN",Minnesota,22,31,13,21,7.41,22.741
0.15,2016-02-21,2,21,2016,International Falls,INL,"International Falls, MN",Minnesota,18,30,5,20,5.64,18.564
0.37,2016-02-21,2,21,2016,Minneapolis,MSP,"Minneapolis, MN",Minnesota,31,37,24,23,7.9,31.79
0.02,2016-02-21,2,21,2016,Rochester,RST,"Rochester, MN",Minnesota,28,35,21,23,11.05,29.105
0.33,2016-02-21,2,21,2016,St Cloud,STC,"St Cloud, MN",Minnesota,29,35,21,23,8.11,29.811
1.02,2016-02-21,2,21,2016,Greenville,GLH,"Greenville, MS",Mississippi,58,68,47,19,8.18,58.818
1.38,2016-02-21,2,21,2016,Greenwood,GWO,"Greenwood, MS",Mississippi,57,68,46,22,6.18,57.618
0.73,2016-02-21,2,21,2016,Gulfport,GPT,"Gulfport, MS",Mississippi,57,69,48,18,5.61,57.561
0.79,2016-02-21,2,21,2016,Hattiesburg,HBG,"Hattiesburg, MS",Mississippi,59,72,46,20,5.21,59.521
1.32,2016-02-21,2,21,2016,Jackson,JAN,"Jackson, MS",Mississippi,59,71,47,16,6.6,59.66
1.19,2016-02-21,2,21,2016,Meridian,MEI,"Meridian, MS",Mississippi,56,68,43,21,5.91,56.591
1.04,2016-02-21,2,21,2016,Tupelo,TUP,"Tupelo, MS",Mississippi,53,62,44,17,5.71,53.571
0.46,2016-02-21,2,21,2016,Cape Girardeau,CGI,"Cape Girardeau, MO",Missouri,46,55,36,16,6.72,46.672
0.46,2016-02-21,2,21,2016,Columbia,COU,"Columbia, MO",Missouri,47,57,35,16,6.92,47.692
0.0,2016-02-21,2,21,2016,Kansas City,MCI,"Kansas City, MO",Missouri,48,61,35,20,9.75,48.975
0.78,2016-02-21,2,21,2016,Rolla/Vichy,VIH,"Rolla/Vichy, MO",Missouri,47,57,35,23,7.4,47.74
0.1,2016-02-21,2,21,2016,Springfield,SGF,"Springfield, MO",Missouri,51,64,37,23,9.38,51.938
0.0,2016-02-21,2,21,2016,St Joseph,STJ,"St Joseph, MO",Missouri,46,61,29,20,8.41,46.841
0.08,2016-02-21,2,21,2016,St Louis,STL,"St Louis, MO",Missouri,48,58,38,18,5.77,48.577
0.08,2016-02-21,2,21,2016,Billings,BIL,"Billings, MT",Montana,44,54,33,26,11.37,45.137
0.02,2016-02-21,2,21,2016,Butte,BTM,"Butte, MT",Montana,33,41,24,21,4.31,33.431
0.0,2016-02-21,2,21,2016,Cut Bank,CTB,"Cut Bank, MT",Montana,37,46,28,23,13.41,38.341
0.01,2016-02-21,2,21,2016,Dillon,DLN,"Dillon, MT",Montana,38,47,29,21,11.91,39.191
0.09,2016-02-21,2,21,2016,Glasgow,GGW,"Glasgow, MT",Montana,35,42,27,19,6.84,35.684
0.0,2016-02-21,2,21,2016,Great Falls,GTF,"Great Falls, MT",Montana,41,50,31,22,13.01,42.301
0.03,2016-02-21,2,21,2016,Havre,HVR,"Havre, MT",Montana,36,48,24,23,7.82,36.782
0.05,2016-02-21,2,21,2016,Helena,HLN,"Helena, MT",Montana,42,50,33,24,6.8,42.68
0.39,2016-02-21,2,21,2016,Kalispell,GPI,"Kalispell, MT",Montana,39,46,31,20,4.88,39.488
0.24,2016-02-21,2,21,2016,Miles City,MLS,"Miles City, MT",Montana,42,54,30,24,7.0,42.7
0.14,2016-02-21,2,21,2016,Missoula,MSO,"Missoula, MT",Montana,40,48,31,29,1.94,40.194
0.0,2016-02-21,2,21,2016,Grand Island,GRI,"Grand Island, NE",Nebraska,45,55,34,22,8.77,45.877
0.0,2016-02-21,2,21,2016,Lincoln,LNK,"Lincoln, NE",Nebraska,45,57,33,21,7.42,45.742
0.14,2016-02-21,2,21,2016,Norfolk,OFK,"Norfolk, NE",Nebraska,41,50,31,24,8.45,41.845
0.03,2016-02-21,2,21,2016,North Platte,LBF,"North Platte, NE",Nebraska,42,59,24,26,6.87,42.687
0.07,2016-02-21,2,21,2016,Omaha,OMA,"Omaha, NE",Nebraska,43,53,33,25,8.37,43.837
0.12,2016-02-21,2,21,2016,Scottsbluff,BFF,"Scottsbluff, NE",Nebraska,44,60,27,27,8.55,44.855
0.03,2016-02-21,2,21,2016,Sidney,SNY,"Sidney, NE",Nebraska,43,60,26,28,10.72,44.072
0.05,2016-02-21,2,21,2016,Valentine,VTN,"Valentine, NE",Nebraska,42,57,28,27,8.81,42.881
0.5,2016-02-21,2,21,2016,Ely,ELY,"Ely, NV",Nevada,33,46,20,18,9.64,33.964
0.28,2016-02-21,2,21,2016,Eureka,P68,"Eureka, NV",Nevada,34,47,21,19,4.61,34.461
0.0,2016-02-21,2,21,2016,Las Vegas,LAS,"Las Vegas, NV",Nevada,63,74,50,18,3.65,63.365
0.47,2016-02-21,2,21,2016,Mercury,DRA,"Mercury, NV",Nevada,54,68,38,11,5.3,54.53
0.42,2016-02-21,2,21,2016,Reno,RNO,"Reno, NV",Nevada,47,61,32,17,4.97,47.497
0.12,2016-02-21,2,21,2016,Winnemucca,WMC,"Winnemucca, NV",Nevada,42,56,28,16,5.71,42.571
1.11,2016-02-21,2,21,2016,Concord,CON,"Concord, NH",New Hampshire,28,40,16,22,5.48,28.548000000000002
0.0,2016-02-21,2,21,2016,Mt. Washington,MWN,"Mt. Washington, NH",New Hampshire,60,60,60,23,43.34,64.334
1.44,2016-02-21,2,21,2016,Atlantic City,ACY,"Atlantic City, NJ",New Jersey,40,50,28,19,6.7,40.67
1.49,2016-02-21,2,21,2016,Newark,EWR,"Newark, NJ",New Jersey,37,46,28,21,7.0,37.7
0.0,2016-02-21,2,21,2016,Albuquerque,ABQ,"Albuquerque, NM",New Mexico,53,69,37,25,5.38,53.538
0.0,2016-02-21,2,21,2016,Clayton,CAO,"Clayton, NM",New Mexico,50,66,34,17,7.48,50.748
0.0,2016-02-21,2,21,2016,Roswell,ROW,"Roswell, NM",New Mexico,57,77,38,17,4.08,57.408
1.02,2016-02-21,2,21,2016,Albany,ALB,"Albany, NY",New York,30,41,19,24,8.14,30.814
1.73,2016-02-21,2,21,2016,Binghamton,BGM,"Binghamton, NY",New York,27,36,17,25,8.31,27.831
1.01,2016-02-21,2,21,2016,Buffalo,BUF,"Buffalo, NY",New York,28,37,18,21,8.15,28.815
1.07,2016-02-21,2,21,2016,Glens Falls,GFL,"Glens Falls, NY",New York,27,38,15,24,4.17,27.417
0.82,2016-02-21,2,21,2016,Islip,ISP,"Islip, NY",New York,38,48,29,22,8.94,38.894
1.34,2016-02-21,2,21,2016,New York,LGA,"New York, NY",New York,39,47,31,22,8.88,39.888
1.7,2016-02-21,2,21,2016,Rochester,ROC,"Rochester, NY",New York,27,36,17,25,7.87,27.787
2.12,2016-02-21,2,21,2016,Syracuse,SYR,"Syracuse, NY",New York,25,35,14,22,7.84,25.784
1.11,2016-02-21,2,21,2016,Asheville,AVL,"Asheville, NC",North Carolina,42,52,31,25,5.84,42.584
0.68,2016-02-21,2,21,2016,Cape Hatteras,HSE,"Cape Hatteras, NC",North Carolina,49,57,42,13,10.21,50.021
0.96,2016-02-21,2,21,2016,Charlotte,CLT,"Charlotte, NC",North Carolina,45,56,34,19,5.21,45.521
1.67,2016-02-21,2,21,2016,Greensboro,GSO,"Greensboro, NC",North Carolina,43,54,33,19,6.04,43.604
0.72,2016-02-21,2,21,2016,Hickory,HKY,"Hickory, NC",North Carolina,42,52,31,18,3.42,42.342
1.53,2016-02-21,2,21,2016,Raleigh/Durham,RDU,"Raleigh/Durham, NC",North Carolina,45,56,34,18,4.88,45.488
0.74,2016-02-21,2,21,2016,Wilmington,ILM,"Wilmington, NC",North Carolina,50,63,37,16,6.14,50.614
0.15,2016-02-21,2,21,2016,Bismarck,BIS,"Bismarck, ND",North Dakota,37,44,29,18,6.6,37.66
0.11,2016-02-21,2,21,2016,Dickinson,DIK,"Dickinson, ND",North Dakota,34,43,24,23,8.67,34.867
0.02,2016-02-21,2,21,2016,Fargo,FAR,"Fargo, ND",North Dakota,29,35,23,20,10.24,30.024
0.02,2016-02-21,2,21,2016,Grand Forks,GFK,"Grand Forks, ND",North Dakota,27,33,20,22,9.32,27.932
0.12,2016-02-21,2,21,2016,Williston,ISN,"Williston, ND",North Dakota,32,38,25,25,4.58,32.458
0.55,2016-02-21,2,21,2016,Akron,CAK,"Akron, OH",Ohio,33,42,24,19,9.4,33.94
0.22,2016-02-21,2,21,2016,Cleveland,CLE,"Cleveland, OH",Ohio,34,43,25,19,9.35,34.935
0.49,2016-02-21,2,21,2016,Columbus,CMH,"Columbus, OH",Ohio,38,46,30,23,7.2,38.72
0.0,2016-02-21,2,21,2016,Dayton,DAY,"Dayton, OH",Ohio,39,47,30,19,9.77,39.977
0.13,2016-02-21,2,21,2016,Mansfield,MFD,"Mansfield, OH",Ohio,35,43,26,23,10.51,36.051
0.05,2016-02-21,2,21,2016,Toledo,TOL,"Toledo, OH",Ohio,35,43,26,20,7.8,35.78
0.78,2016-02-21,2,21,2016,Youngstown/Warren,YNG,"Youngstown/Warren, OH",Ohio,32,43,22,18,7.6,32.76
0.0,2016-02-21,2,21,2016,Gage,GAG,"Gage, OK",Oklahoma,55,72,37,21,8.97,55.897
0.0,2016-02-21,2,21,2016,Oklahoma City,OKC,"Oklahoma City, OK",Oklahoma,58,71,44,25,10.17,59.017
0.0,2016-02-21,2,21,2016,Ponca City,PNC,"Ponca City, OK",Oklahoma,53,69,38,20,7.42,53.742
0.0,2016-02-21,2,21,2016,Tulsa,TUL,"Tulsa, OK",Oklahoma,58,71,45,23,9.74,58.974
2.35,2016-02-21,2,21,2016,Astoria,AST,"Astoria, OR",Oregon,49,53,44,16,6.38,49.638
0.03,2016-02-21,2,21,2016,Burns,BNO,"Burns, OR",Oregon,33,43,23,23,4.7,33.47
0.82,2016-02-21,2,21,2016,Eugene,EUG,"Eugene, OR",Oregon,48,56,40,22,6.25,48.625
